!COMPUTATIONAL CHEMISTRY CONSORTIUM: C3
!LAWRENCE LIVERMORE NATIONAL LABORATORY



!FROM_UOG
CC6H11-B            2       390.293     5.457     0.000    11.250     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3OOH1-1AR       2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4OOH1-1AR       2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4OOH1-3R        2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8CY13O2-4R        2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8CY14O2-3R        2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
DIB4-1OR            2       483.967     6.191     0.000    15.520     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8CYOO14-5R        2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D13Q5          2       485.811     6.205     0.000    14.070     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4CYO1-3         2       482.019     6.176     0.000    15.350     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3O1-1A          2       482.019     6.176     0.000    15.350     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4O1-1A          2       482.019     6.176     0.000    15.350     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3OOH1-1AO2R     2       569.074     6.809     0.000    17.230     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4OOH1-1AO2R     2       569.074     6.809     0.000    17.230     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4KET1-1A        2       540.413     6.605     0.000    16.490     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3KET1-1A        2       540.413     6.605     0.000    16.490     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC7D1Y5-4J          2       452.061     5.948     0.000    13.330     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8Q4-3OJ           2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8Q3-4OJ           2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8Q3OH4-5R         2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8Q3OH4-1R         2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8Q3OH4-5O2        2       597.957     7.009     0.000    18.140     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8Q3OH4-1O2        2       597.957     7.009     0.000    18.140     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8Q35-4OJ          2       597.957     7.009     0.000    18.140     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH4KET35         2       570.715     6.820     0.000    17.400     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH4KET31         2       570.715     6.820     0.000    17.400     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH4-CYO35        2       515.697     6.426     0.000    16.260     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH4-CYO13        2       515.697     6.426     0.000    16.260     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
NEC7Y3OH4-4J        2       487.745     6.219     0.000    14.240     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
NEC7Y34             2       485.811     6.205     0.000    14.070     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
NEC7Y34-1J          2       483.870     6.190     0.000    13.900     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OOH4-5OR         2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH5Q4-1R         2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH5-CYO14        2       515.697     6.426     0.000    16.260     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OOH5-4OR         2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH4Q5-3R         2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH4Q5-3O2R       2       597.957     7.009     0.000    18.140     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH4KET53         2       570.715     6.820     0.000    17.400     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C3Y1-2OH-2J         2       365.583     5.251     0.000     6.840     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3-3OH           2       485.907     6.206     0.000    15.690     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4-3OH           2       485.907     6.206     0.000    15.690     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3-5OH           2       485.907     6.206     0.000    15.690     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4-5AOH          2       485.907     6.206     0.000    15.690     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH4Q-3J          2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8OH3-CYCO34       2       515.697     6.426     0.000    16.260     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q13            2       570.715     6.820     0.000    17.400     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3Q15            2       570.715     6.820     0.000    17.400     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q1-3OJ         2       542.157     6.618     0.000    16.660     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3Q1-5OJ         2       542.157     6.618     0.000    16.660     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3Q1Y5           2       540.413     6.605     0.000    16.490     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3Q1Y5J          2       538.665     6.593     0.000    16.320     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
NEC7Q1D3-4R         2       487.745     6.219     0.000    14.240     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4-3O2           2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q3-1           2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D14Q3          2       485.811     6.205     0.000    14.070     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q3-5           2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q3-1O2         2       569.074     6.809     0.000    17.230     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q1Y3           2       540.413     6.605     0.000    16.490     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7H11O              2       452.061     5.948     0.000    13.330     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q1-3O2         2       569.074     6.809     0.000    17.230     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q3Y1           2       540.413     6.605     0.000    16.490     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D1CYO3-4       2       454.114     5.964     0.000    13.500     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q3-5O2         2       569.074     6.809     0.000    17.230     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q5Y3           2       540.413     6.605     0.000    16.490     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Y3-5OJ         2       510.186     6.386     0.000    15.750     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Y35            2       508.336     6.372     0.000    15.580     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Y3-5J          2       506.498     6.359     0.000    15.410     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
TC4H9COCCH2         2       452.061     5.948     0.000    13.330     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q35            2       570.715     6.820     0.000    17.400     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3-5O2           2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q5-3R          2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3Q5-5O2R        2       569.074     6.809     0.000    17.230     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3Q5Y5           2       540.413     6.605     0.000    16.490     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3Q55            2       570.715     6.820     0.000    17.400     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
NEC6D3-4R           2       390.293     5.457     0.000    11.250     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3Q5-5OJ         2       542.157     6.618     0.000    16.660     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7H11O2             2       483.870     6.190     0.000    13.900     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7H12O3             2       515.607     6.426     0.000    14.640     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4-5O2R          2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8CYC3O2-4R        2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8CYC2O2-5R        2       513.866     6.413     0.000    16.090     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D13Q1          2       485.811     6.205     0.000    14.070     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q5-3O2         2       569.074     6.809     0.000    17.230     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q5-3OJ         2       542.157     6.618     0.000    16.660     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Q3Y5           2       540.413     6.605     0.000    16.490     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D3OH1-2R       2       456.179     5.980     0.000    13.670     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D1OH4-3R       2       456.179     5.980     0.000    13.670     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D3OH1-2RO2     2       517.431     6.439     0.000    14.810     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D1OH4-3RO2     2       517.431     6.439     0.000    14.810     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D14-3OJ        2       452.061     5.948     0.000    13.330     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3-5CO           2       480.063     6.162     0.000    15.180     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4-5CO           2       480.063     6.162     0.000    15.180     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Y5-1J          2       480.063     6.162     0.000    15.180     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D3Y5-1J          2       480.063     6.162     0.000    15.180     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC8D4Y5-3J          2       480.063     6.162     0.000    15.180     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D3CYO1-2       2       454.114     5.964     0.000    13.500     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D1-1OJ         2       456.179     5.980     0.000    13.670     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D1-Y1          2       454.114     5.964     0.000    13.500     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D1-Y1J         2       452.061     5.948     0.000    13.330     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D4-4R            2       390.293     5.457     0.000    11.250     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D14Q3            2       458.153     5.995     0.000    12.220     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D14O3J           2       422.228     5.715     0.000    11.480     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
XC6D13-1Q           2       458.153     5.995     0.000    12.220     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
XC6D13-1OJ          2       422.228     5.715     0.000    11.480     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
XC6D13-Y1           2       420.005     5.697     0.000    11.310     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
XC6D13Y1J           2       417.771     5.679     0.000    11.140     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
B13DE2M-3           2       350.178     5.120     0.000     9.060     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C4Y3OH1-2J          2       399.553     5.532     0.000     8.690     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C4Y3OH1-2O2         2       468.100     6.071     0.000     9.830     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C4Y3O1-2            2       397.206     5.513     0.000     8.520     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
DIBD4-DIMER         2       642.093     7.309     0.000    29.580     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
RDIBD4-DIMER        2       640.616     7.299     0.000    29.410     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
DIBD3-DIMER         2       642.093     7.309     0.000    29.580     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
RDIBD3-DIMER        2       640.616     7.299     0.000    29.410     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
DIBD34-DIMER        2       642.093     7.309     0.000    29.580     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
RDIBD34-DIMER       2       640.616     7.299     0.000    29.410     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
O2C2H4COCH3         2       435.148     5.817     0.000     9.260     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6OH2D3-1R         2       426.639     5.750     0.000    11.820     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D3OH2-1O2        2       491.494     6.247     0.000    12.960     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D3OH1-2R         2       426.639     5.750     0.000    11.820     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D3OH1-2O2        2       491.494     6.247     0.000    12.960     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
DIB3DIMER-OHJ       2       666.474     7.470     0.000    30.320     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
DIB4DIMER-OHJ       2       666.474     7.470     0.000    30.320     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D2CYO4-5         2       424.439     5.732     0.000    11.650     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D4CYO2-3         2       424.439     5.732     0.000    11.650     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C5D3CYO1-2          2       392.576     5.475     0.000     9.800     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D2T4             2       383.046     5.397     0.000    10.740     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D2T4-1R          2       380.600     5.377     0.000    10.570     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C5H4CH3             2       380.600     5.377     0.000    10.570     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C5D3T1              2       347.507     5.097     0.000     8.890     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C#CCVCCJ            2       344.815     5.074     0.000     8.720     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC7D124             2       415.623     5.662     0.000    12.590     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC7D1T5             2       415.623     5.662     0.000    12.590     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
ME3-IC8D4           2       482.096     6.177     0.000    16.970     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
RME3-IC8D4          2       480.160     6.162     0.000    16.800     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
ME5-IC8D4           2       482.096     6.177     0.000    16.970     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
RME5-IC8D4          2       480.160     6.162     0.000    16.800     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
ME5-IC8D3           2       482.096     6.177     0.000    16.970     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
RME5-IC8D3          2       480.160     6.162     0.000    16.800     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
NEC7D4-4O2R         2       487.745     6.219     0.000    14.240     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
NEC7D3-4O2R         2       487.745     6.219     0.000    14.240     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D24-4R           2       385.477     5.417     0.000    10.910     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
DMCPD               2       415.623     5.662     0.000    12.590     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D13Y1          2       449.979     5.932     0.000    13.160     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D1Y4Q3           2       489.575     6.233     0.000    12.790     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D1Y4-3OJ         2       456.097     5.979     0.000    12.050     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
NEC7Y4-1R           2       456.179     5.980     0.000    13.670     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D1-4R            2       390.293     5.457     0.000    11.250     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D2-1OR         2       456.179     5.980     0.000    13.670     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D2-Y1          2       454.114     5.964     0.000    13.500     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
I24C7D2-Y1J         2       452.061     5.948     0.000    13.330     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IC6D3-4R            2       390.293     5.457     0.000    11.250     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H18-223           2       458.315     5.996     0.000    15.460     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H17223-1          2       456.260     5.981     0.000    15.290     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H17223-3          2       456.260     5.981     0.000    15.290     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H17223-4          2       456.260     5.981     0.000    15.290     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H17223-5          2       456.260     5.981     0.000    15.290     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H17223-6          2       456.260     5.981     0.000    15.290     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-23-2             2       426.735     5.750     0.000    13.440     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-223-4            2       426.735     5.750     0.000    13.440     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-22-3             2       426.735     5.750     0.000    13.440     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-22-3D            2       424.535     5.733     0.000    13.270     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-23-D1            2       424.535     5.733     0.000    13.270     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-233-1D           2       424.535     5.733     0.000    13.270     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-23-D2            2       424.535     5.733     0.000    13.270     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H16223-3          2       454.217     5.965     0.000    15.120     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H16223-5          2       454.217     5.965     0.000    15.120     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H16223-4          2       454.217     5.965     0.000    15.120     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
RC7H13              2       422.324     5.715     0.000    13.100     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
IBC7H13             2       422.324     5.715     0.000    13.100     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-22-3D4           2       422.324     5.715     0.000    13.100     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H152233-1         2       452.144     5.949     0.000    14.950     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H152233-5         2       452.144     5.949     0.000    14.950     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H152233-6         2       452.144     5.949     0.000    14.950     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H152234-1         2       452.144     5.949     0.000    14.950     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H152234-6         2       452.144     5.949     0.000    14.950     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H152235-1         2       452.144     5.949     0.000    14.950     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8H152235-5         2       452.144     5.949     0.000    14.950     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH3-4J         2       487.821     6.220     0.000    15.860     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH4-3J         2       487.821     6.220     0.000    15.860     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH4-5J         2       487.821     6.220     0.000    15.860     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH5-4J         2       487.821     6.220     0.000    15.860     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH3-6J         2       487.821     6.220     0.000    15.860     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH6-3J         2       487.821     6.220     0.000    15.860     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH3-4O2        2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH4-3O2        2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH4-5O2        2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH5-4O2        2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH3-6O2        2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C8223OH6-3O2        2       545.609     6.642     0.000    17.000     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
TC4H9COCH3          2       428.824     5.767     0.000    11.990     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-223O4            2       458.234     5.996     0.000    13.840     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
TC4H9COC2H5         2       458.234     5.996     0.000    13.840     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C7-23-D24           2       420.102     5.698     0.000    12.930     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
C6-22-3D4           2       390.293     5.457     0.000    11.250     1.000 !WAGNON1@LLNL.GOV, ESTIMATED 2024-05-02
